19800107163545.000,,,3.279059,1.016026,-1.039899,-0.026978,0.068024,0.004190,-0.324825,3.528189,-1.039899,-0.026978,0.068024,0.004190
19800107163546.000,,,3.302985,1.010044,-1.032722,-0.026978,0.068024,0.004190,-0.303855,3.527478,-1.032722,-0.026978,0.068024,0.004190
19800107163546.000,,,3.279059,1.004063,-1.024348,-0.026978,-0.053927,-0.056785,-0.322287,3.526378,-1.024348,-0.026978,-0.053927,-0.056785
19800107163547.000,,,3.292218,1.018418,-0.996833,0.033998,0.068024,0.004190,-0.306843,3.549225,-0.996833,0.033998,0.068024,0.004190
19800107163548.000,,,3.320929,1.008848,-1.087751,-0.026978,0.068024,0.004190,-0.297878,3.498055,-1.087751,-0.026978,0.068024,0.004190
19800107163548.000,,,3.294611,1.053111,-1.071003,0.033998,0.007049,-0.056785,-0.315926,3.541352,-1.071003,0.033998,0.007049,-0.056785
19800107163549.000,,,3.340070,1.038755,-1.001618,-0.087954,0.007049,-0.056785,-0.267362,3.563193,-1.001618,-0.087954,0.007049,-0.056785
19800107163549.000,,,3.276667,1.041148,-1.056647,-0.026978,0.068024,0.004190,-0.328303,3.537878,-1.056647,-0.026978,0.068024,0.004190
19800107163550.000,,,3.310163,1.014830,-1.001618,0.033998,0.007049,0.065166,-0.291670,3.543216,-1.001618,0.033998,0.007049,0.065166
19800107163551.000,,,2.641437,1.191880,-0.670246,1.924241,-1.883195,-4.690932,-0.797014,3.851305,-0.670246,1.924241,-1.883195,-4.690932
19800107163551.000,,,4.500470,1.809165,-4.706525,-10.392832,-28.712463,13.845653,-0.410754,2.114032,-4.706525,-10.392832,-28.712463,13.845653
19800107163552.000,,,5.264899,-1.430385,-2.635749,-28.319661,31.958268,11.101751,-0.184097,1.629754,-2.635749,-28.319661,31.958268,11.101751
19800107163552.000,,,5.288825,-0.358510,-2.542439,-0.575758,0.921683,0.309068,-0.146983,2.353435,-2.542439,-0.575758,0.921683,0.309068
19800107163553.000,,,4.988556,-0.377651,-2.066315,0.277900,0.068024,-0.483615,-0.245258,2.533603,-2.066315,0.277900,0.068024,-0.483615
19800107163554.000,,,4.967023,-0.449428,-2.136897,-0.026978,0.129000,0.004190,-0.274463,2.455477,-2.136897,-0.026978,0.129000,0.004190
19800107163554.000,,,5.024445,-0.457802,-2.043586,-0.087954,0.007049,0.004190,0.242266,2.741055,-2.043586,-0.087954,0.007049,0.004190
19800107163555.000,,,5.018464,-0.460195,-2.075886,0.033998,-0.053927,0.004190,0.204478,2.731079,-2.075886,0.033998,-0.053927,0.004190
19800107163555.000,,,5.018464,-0.450625,-2.074689,-0.026978,0.068024,0.065166,0.189923,2.739683,-2.074689,-0.026978,0.068024,0.065166
19800107163556.000,,,5.016071,-0.415932,-2.121345,0.033998,-0.053927,0.004190,0.168569,2.745447,-2.121345,0.033998,-0.053927,0.004190
19800107163557.000,,,5.047174,-0.433877,-2.133308,0.033998,0.007049,0.004190,0.186883,2.727795,-2.133308,0.033998,0.007049,0.004190
19800107163557.000,,,5.010089,-0.468569,-2.116560,-0.087954,0.129000,0.065166,0.165696,2.711084,-2.116560,-0.087954,0.129000,0.065166
19800107163558.000,,,5.010089,-0.486513,-2.154841,0.033998,-0.053927,0.065166,0.142824,2.682171,-2.154841,0.033998,-0.053927,0.065166
19800107163558.000,,,5.032819,-0.448232,-2.189533,-0.148929,0.129000,0.126141,0.144268,2.692257,-2.189533,-0.148929,0.129000,0.126141
19800107163559.000,,,5.030426,-0.426699,-2.140485,-0.087954,0.068024,0.065166,0.155604,2.728485,-2.140485,-0.087954,0.068024,0.065166
19800107163600.000,,,4.988556,-0.463784,-2.154841,0.155949,-0.114902,-0.117761,0.122964,2.696655,-2.154841,0.155949,-0.114902,-0.117761
19800107163600.000,,,4.994538,-0.453017,-2.106989,-0.026978,0.007049,0.004190,0.124185,2.707695,-2.106989,-0.026978,0.007049,0.004190
19800107163601.000,,,4.953864,-0.336977,-2.062727,0.216924,-0.297829,-0.178737,0.115084,2.815255,-2.062727,0.216924,-0.297829,-0.178737
19800107163602.000,,,5.031623,-0.414736,-2.135700,-0.148929,0.129000,0.126141,0.152621,2.732024,-2.135700,-0.148929,0.129000,0.126141
19800107163602.000,,,5.007697,-0.433877,-2.159626,-0.087954,0.007049,0.065166,0.130172,2.709768,-2.159626,-0.087954,0.007049,0.065166
19800107163603.000,,,5.014874,-0.441054,-2.124934,-0.026978,0.007049,-0.117761,0.143178,2.718381,-2.124934,-0.026978,0.007049,-0.117761
19800107163603.000,,,5.011286,-0.433877,-2.073493,-0.026978,-0.053927,0.065166,0.154713,2.746682,-2.073493,-0.026978,-0.053927,0.065166
