19800106235944.000,,,-1.634100,-0.232900,-8.905500,2.777900,0.129000,0.979800,0.000000,0.000000,-8.905500,2.777900,0.129000,0.979800
19800106235945.000,,,-0.003558,-0.070205,0.211419,-0.026978,0.007049,0.004190,-0.110651,-0.074270,0.211419,-0.026978,0.007049,0.004190
19800106235945.000,,,0.022760,-0.012783,0.254486,0.094973,-0.175878,0.004190,-0.078178,-0.023764,0.254486,0.094973,-0.175878,0.004190
19800106235946.000,,,0.010797,-0.021157,0.207830,-0.087954,-0.053927,0.004190,-0.087928,-0.019083,0.207830,-0.087954,-0.053927,0.004190
19800106235946.000,,,-0.016717,-0.058242,0.229363,-0.148929,-0.053927,0.004190,-0.108609,-0.055246,0.229363,-0.148929,-0.053927,0.004190
19800106235947.000,,,-0.017914,-0.052260,0.212615,0.094973,0.068024,-0.056785,-0.112440,-0.050303,0.212615,0.094973,0.068024,-0.056785
19800106235948.000,,,0.017975,-0.052260,0.211419,-0.026978,-0.053927,0.065166,-0.080108,-0.051843,0.211419,-0.026978,-0.053927,0.065166
19800106235948.000,,,-0.022699,-0.092934,0.199456,-0.026978,-0.053927,-0.056785,-0.119468,-0.089622,0.199456,-0.026978,-0.053927,-0.056785
19800106235949.000,,,-0.015521,-0.041494,0.246111,-0.087954,-0.053927,0.004190,-0.105004,-0.040851,0.246111,-0.087954,-0.053927,0.004190
19800106235949.000,,,-0.023895,-0.029531,0.140838,-0.026978,-0.053927,0.126141,-0.130324,-0.032017,0.140838,-0.026978,-0.053927,0.126141
19800106235950.000,,,0.003620,-0.074990,0.207830,0.033998,-0.053927,0.004190,-0.093585,-0.072946,0.207830,0.033998,-0.053927,0.004190
19800106235951.000,,,-0.046624,-0.059438,0.176727,-0.026978,0.007049,0.004190,-0.146276,-0.059311,0.176727,-0.026978,0.007049,0.004190
19800106235951.000,,,-0.032269,-0.088149,0.212615,-0.026978,-0.053927,0.004190,-0.126525,-0.086314,0.212615,-0.026978,-0.053927,0.004190
19800106235952.000,,,0.031134,-0.045083,0.198260,-0.087954,0.068024,-0.117761,-0.069013,-0.046991,0.198260,-0.087954,0.068024,-0.117761
19800106235952.000,,,-0.064569,-0.066616,0.207830,-0.026978,-0.053927,-0.056785,-0.156009,-0.065610,0.207830,-0.026978,-0.053927,-0.056785
19800106235953.000,,,0.014386,-0.072597,0.181511,-0.026978,0.007049,0.065166,-0.088119,-0.070694,0.181511,-0.026978,0.007049,0.065166
19800106235954.000,,,0.011994,-0.052260,0.224578,-0.026978,0.007049,0.004190,-0.083021,-0.050978,0.224578,-0.026978,0.007049,0.004190
19800106235954.000,,,-0.022699,-0.096523,0.213811,-0.026978,0.068024,0.004190,-0.117133,-0.092381,0.213811,-0.026978,0.068024,0.004190
